symbol,date,expiry_date_curr,expiry_date_near,closing_price_curr,closing_price_near,difference,mean,std,upper_range,lower_range,signal,entry,target,stoploss
BHARTIARTL,2019-03-05,2019-03-28,2019-04-25,309.2,308.5,-0.7,1.6,0.86,3.75,-0.55,Buy Spread,-0.7,0.5900000000000001,-1.13
BHARTIARTL,2019-03-01,2019-03-28,2019-04-25,307.25,306.45,-0.8,1.61,0.85,3.74,-0.51,Buy Spread,-0.8,0.47499999999999987,-1.225
IDEA,2019-02-26,2019-02-28,2019-03-28,29.9,29.1,-0.8,0.25,0.24,0.85,-0.35,Buy Spread,-0.8,-0.44000000000000006,-0.92
IDEA,2019-02-25,2019-02-28,2019-03-28,30.65,29.9,-0.75,0.26,0.23,0.84,-0.32,Buy Spread,-0.75,-0.40499999999999997,-0.865
IDEA,2019-02-22,2019-02-28,2019-03-28,30.5,29.9,-0.6,0.26,0.23,0.84,-0.32,Buy Spread,-0.6,-0.25499999999999995,-0.715
IDEA,2019-02-21,2019-02-28,2019-03-28,31.05,30.5,-0.55,0.26,0.22,0.81,-0.29,Buy Spread,-0.55,-0.22000000000000003,-0.66
IDEA,2019-02-20,2019-02-28,2019-03-28,30.65,30.05,-0.6,0.27,0.22,0.82,-0.28,Buy Spread,-0.6,-0.26999999999999996,-0.71
IDEA,2019-02-19,2019-02-28,2019-03-28,29.9,29.3,-0.6,0.27,0.21,0.8,-0.26,Buy Spread,-0.6,-0.285,-0.705
IDEA,2019-02-18,2019-02-28,2019-03-28,28.55,27.9,-0.65,0.27,0.2,0.77,-0.23,Buy Spread,-0.65,-0.35,-0.75
IDEA,2019-02-15,2019-02-28,2019-03-28,28.75,28.3,-0.45,0.28,0.2,0.78,-0.22,Buy Spread,-0.45,-0.14999999999999997,-0.55
IDEA,2019-02-14,2019-02-28,2019-03-28,30.45,30.0,-0.45,0.28,0.19,0.76,-0.19,Buy Spread,-0.45,-0.16499999999999998,-0.545
IDEA,2019-02-13,2019-02-28,2019-03-28,29.4,29.1,-0.3,0.28,0.19,0.76,-0.19,Buy Spread,-0.3,-0.014999999999999958,-0.395
IDEA,2019-02-12,2019-02-28,2019-03-28,28.65,28.35,-0.3,0.28,0.18,0.73,-0.17,Buy Spread,-0.3,-0.02999999999999997,-0.39
IDEA,2019-02-11,2019-02-28,2019-03-28,29.5,29.1,-0.4,0.29,0.18,0.74,-0.16,Buy Spread,-0.4,-0.13,-0.49
MINDTREE,2019-02-01,2019-02-28,2019-03-28,905.3,893.3,-12.0,2.7,4.06,12.85,-7.45,Buy Spread,-12.0,-5.91,-14.03
UBL,2019-02-01,2019-02-28,2019-03-28,1453.4,1442.0,-11.4,5.61,6.52,21.91,-10.69,Buy Spread,-11.4,-1.620000000000001,-14.66
VEDL,2019-02-01,2019-02-28,2019-03-28,162.95,162.05,-0.9,0.93,0.61,2.46,-0.59,Buy Spread,-0.9,0.015000000000000013,-1.205
HEROMOTOCO,2019-01-30,2019-01-31,2019-02-28,2616.25,2574.15,-42.1,8.75,15.05,46.38,-28.88,Buy Spread,-42.1,-19.525,-49.625
HEROMOTOCO,2019-01-29,2019-01-31,2019-02-28,2636.4,2594.6,-41.8,8.95,14.74,45.8,-27.9,Buy Spread,-41.8,-19.689999999999998,-49.169999999999995
LT,2019-01-25,2019-01-31,2019-02-28,1288.85,1278.8,-10.05,4.29,4.63,15.86,-7.28,Buy Spread,-10.05,-3.1050000000000004,-12.365
LT,2019-01-24,2019-01-31,2019-02-28,1297.05,1288.25,-8.8,4.35,4.55,15.72,-7.02,Buy Spread,-8.8,-1.9750000000000014,-11.075000000000001
LT,2019-01-23,2019-01-31,2019-02-28,1304.1,1295.9,-8.2,4.4,4.48,15.6,-6.8,Buy Spread,-8.2,-1.4799999999999986,-10.44
LT,2019-01-22,2019-01-31,2019-02-28,1304.35,1292.8,-11.55,4.46,4.42,15.51,-6.59,Buy Spread,-11.55,-4.920000000000001,-13.760000000000002
LT,2019-01-21,2019-01-31,2019-02-28,1314.9,1296.95,-17.95,4.52,4.31,15.29,-6.25,Buy Spread,-17.95,-11.485,-20.105
IDEA,2019-01-11,2019-01-31,2019-02-28,37.05,36.8,-0.25,0.31,0.17,0.74,-0.12,Buy Spread,-0.25,0.0050000000000000044,-0.335
HEROMOTOCO,2019-01-10,2019-01-31,2019-02-28,2935.1,2908.7,-26.4,10.24,13.71,44.52,-24.04,Buy Spread,-26.4,-5.834999999999997,-33.254999999999995
HEROMOTOCO,2019-01-09,2019-01-31,2019-02-28,2951.05,2909.75,-41.3,10.4,13.53,44.22,-23.42,Buy Spread,-41.3,-21.005,-48.065
IDEA,2019-01-09,2019-01-31,2019-02-28,37.15,37.0,-0.15,0.31,0.16,0.71,-0.09,Buy Spread,-0.15,0.09,-0.22999999999999998
HEROMOTOCO,2019-01-08,2019-01-31,2019-02-28,2985.2,2949.35,-35.85,10.61,13.13,43.44,-22.22,Buy Spread,-35.85,-16.155,-42.415
HEROMOTOCO,2019-01-07,2019-01-31,2019-02-28,2973.9,2949.0,-24.9,10.81,12.81,42.84,-21.21,Buy Spread,-24.9,-5.684999999999999,-31.305
HEROMOTOCO,2019-01-03,2019-01-31,2019-02-28,3024.75,2999.35,-25.4,11.09,12.49,42.32,-20.14,Buy Spread,-25.4,-6.664999999999999,-31.645
HEROMOTOCO,2019-01-02,2019-01-31,2019-02-28,3062.95,3030.1,-32.85,11.24,12.29,41.96,-19.48,Buy Spread,-32.85,-14.415000000000003,-38.995000000000005
HEROMOTOCO,2019-01-01,2019-01-31,2019-02-28,3144.15,3113.8,-30.35,11.43,11.97,41.36,-18.5,Buy Spread,-30.35,-12.395,-36.335
ULTRACEMCO,2019-01-01,2019-01-31,2019-02-28,4031.8,4000.0,-31.8,14.7,8.28,35.4,-6.0,Buy Spread,-31.8,-19.380000000000003,-35.94
RBLBANK,2018-12-07,2018-12-27,2019-01-31,546.7,543.45,-3.25,1.69,1.84,6.29,-2.91,Buy Spread,-3.25,-0.48999999999999977,-4.17
RBLBANK,2018-12-06,2018-12-27,2019-01-31,546.75,542.65,-4.1,1.72,1.82,6.27,-2.83,Buy Spread,-4.1,-1.3699999999999997,-5.01
NESTLEIND,2018-12-04,2018-12-27,2019-01-31,10620.8,9732.3,-888.5,14.92,145.57,378.84,-349.0,Buy Spread,-888.5,-670.145,-961.285
NESTLEIND,2018-12-03,2018-12-27,2019-01-31,10767.75,9732.3,-1035.45,19.11,132.19,349.58,-311.36,Buy Spread,-1035.45,-837.1650000000001,-1101.545
RBLBANK,2018-11-28,2018-11-29,2018-12-27,543.8,539.4,-4.4,1.82,1.69,6.04,-2.4,Buy Spread,-4.4,-1.8650000000000002,-5.245
RBLBANK,2018-11-27,2018-11-29,2018-12-27,575.15,570.35,-4.8,1.85,1.64,5.95,-2.25,Buy Spread,-4.8,-2.34,-5.62
RBLBANK,2018-11-26,2018-11-29,2018-12-27,559.0,555.2,-3.8,1.88,1.58,5.83,-2.07,Buy Spread,-3.8,-1.4299999999999997,-4.59
RBLBANK,2018-11-22,2018-11-29,2018-12-27,558.0,555.45,-2.55,1.91,1.54,5.76,-1.94,Buy Spread,-2.55,-0.23999999999999977,-3.32
RBLBANK,2018-11-21,2018-11-29,2018-12-27,554.85,552.65,-2.2,1.93,1.51,5.7,-1.84,Buy Spread,-2.2,0.06499999999999995,-2.955
RBLBANK,2018-11-20,2018-11-29,2018-12-27,553.85,551.0,-2.85,1.95,1.48,5.65,-1.75,Buy Spread,-2.85,-0.6300000000000003,-3.59
RBLBANK,2018-11-19,2018-11-29,2018-12-27,554.75,552.3,-2.45,1.97,1.45,5.6,-1.66,Buy Spread,-2.45,-0.27500000000000036,-3.1750000000000003
RBLBANK,2018-11-16,2018-11-29,2018-12-27,557.65,555.8,-1.85,1.99,1.42,5.54,-1.56,Buy Spread,-1.85,0.2799999999999998,-2.56
RBLBANK,2018-11-14,2018-11-29,2018-12-27,547.15,545.4,-1.75,2.03,1.39,5.5,-1.44,Buy Spread,-1.75,0.33499999999999996,-2.445
RBLBANK,2018-11-07,2018-11-29,2018-12-27,538.3,536.65,-1.65,2.09,1.33,5.42,-1.24,Buy Spread,-1.65,0.3450000000000002,-2.315
MINDTREE,2018-11-02,2018-11-29,2018-12-27,806.2,820.0,13.8,2.48,4.38,13.43,-8.47,Sell Spread,13.8,7.23,15.99
WIPRO,2018-11-01,2018-11-29,2018-12-27,330.5,326.3,-4.2,0.48,1.66,4.63,-3.67,Buy Spread,-4.2,-1.7100000000000004,-5.03
BHARTIARTL,2018-10-24,2018-10-25,2018-11-29,315.7,314.5,-1.2,1.7,0.96,4.1,-0.7,Buy Spread,-1.2,0.24,-1.68
RBLBANK,2018-10-24,2018-10-25,2018-11-29,491.6,487.85,-3.75,2.15,1.29,5.38,-1.08,Buy Spread,-3.75,-1.815,-4.395
BAJFINANCE,2018-10-23,2018-10-25,2018-11-29,2086.6,2104.6,18.0,9.73,3.28,17.93,1.53,Sell Spread,18.0,13.08,19.64
RBLBANK,2018-10-23,2018-10-25,2018-11-29,462.8,459.9,-2.9,2.18,1.22,5.23,-0.87,Buy Spread,-2.9,-1.0699999999999998,-3.51
RBLBANK,2018-10-22,2018-10-25,2018-11-29,464.6,462.05,-2.55,2.2,1.17,5.12,-0.72,Buy Spread,-2.55,-0.7949999999999999,-3.135
TVSMOTOR,2018-10-22,2018-10-25,2018-11-29,514.55,499.65,-14.9,-1.79,3.63,7.28,-10.86,Buy Spread,-14.9,-9.455,-16.715
RBLBANK,2018-10-19,2018-10-25,2018-11-29,504.9,503.55,-1.35,2.23,1.12,5.03,-0.57,Buy Spread,-1.35,0.33000000000000007,-1.9100000000000001
TVSMOTOR,2018-10-19,2018-10-25,2018-11-29,513.85,499.8,-14.05,-1.72,3.51,7.05,-10.5,Buy Spread,-14.05,-8.785,-15.805
VEDL,2018-10-19,2018-10-25,2018-11-29,211.6,210.4,-1.2,0.95,0.67,2.62,-0.73,Buy Spread,-1.2,-0.19499999999999984,-1.535
RBLBANK,2018-10-17,2018-10-25,2018-11-29,535.9,534.9,-1.0,2.25,1.1,5.0,-0.5,Buy Spread,-1.0,0.6500000000000001,-1.55
TVSMOTOR,2018-10-17,2018-10-25,2018-11-29,529.7,518.3,-11.4,-1.66,3.4,6.84,-10.16,Buy Spread,-11.4,-6.300000000000001,-13.1
TVSMOTOR,2018-10-15,2018-10-25,2018-11-29,521.45,510.2,-11.25,-1.56,3.29,6.66,-9.78,Buy Spread,-11.25,-6.3149999999999995,-12.895
TVSMOTOR,2018-10-11,2018-10-25,2018-11-29,500.05,490.15,-9.9,-1.47,3.19,6.5,-9.44,Buy Spread,-9.9,-5.115,-11.495000000000001
VEDL,2018-10-11,2018-10-25,2018-11-29,208.8,204.85,-3.95,0.99,0.62,2.54,-0.56,Buy Spread,-3.95,-3.0200000000000005,-4.26
VEDL,2018-10-10,2018-10-25,2018-11-29,218.75,218.15,-0.6,1.02,0.51,2.3,-0.25,Buy Spread,-0.6,0.16500000000000004,-0.855
AXISBANK,2018-10-09,2018-10-25,2018-11-29,554.95,559.85,4.9,2.56,0.8,4.56,0.56,Sell Spread,4.9,3.7,5.300000000000001
TVSMOTOR,2018-10-09,2018-10-25,2018-11-29,489.3,479.85,-9.45,-1.39,3.1,6.36,-9.14,Buy Spread,-9.45,-4.799999999999999,-11.0
SBIN,2018-10-08,2018-10-25,2018-11-29,266.5,268.9,2.4,1.2,0.47,2.38,0.03,Sell Spread,2.4,1.6949999999999998,2.635
VEDL,2018-10-05,2018-10-25,2018-11-29,231.8,230.95,-0.85,1.03,0.49,2.26,-0.2,Buy Spread,-0.85,-0.11499999999999999,-1.095
VEDL,2018-10-03,2018-10-25,2018-11-29,241.5,241.1,-0.4,1.05,0.47,2.22,-0.12,Buy Spread,-0.4,0.30499999999999994,-0.635
IBULHSGFIN,2018-10-01,2018-10-25,2018-11-29,909.65,899.85,-9.8,2.63,4.92,14.93,-9.67,Buy Spread,-9.8,-2.420000000000001,-12.260000000000002
MINDTREE,2018-10-01,2018-10-25,2018-11-29,1075.65,1095.0,19.35,2.26,4.39,13.24,-8.72,Sell Spread,19.35,12.765000000000002,21.545
TVSMOTOR,2018-10-01,2018-10-25,2018-11-29,543.9,535.1,-8.8,-1.2,2.92,6.1,-8.5,Buy Spread,-8.8,-4.420000000000001,-10.260000000000002
VEDL,2018-10-01,2018-10-25,2018-11-29,234.5,234.25,-0.25,1.06,0.45,2.18,-0.06,Buy Spread,-0.25,0.42500000000000004,-0.475
TVSMOTOR,2018-09-26,2018-09-27,2018-10-25,582.8,571.85,-10.95,-1.08,2.69,5.64,-7.8,Buy Spread,-10.95,-6.914999999999999,-12.295
TVSMOTOR,2018-09-25,2018-09-27,2018-10-25,588.4,577.0,-11.4,-1.02,2.59,5.46,-7.49,Buy Spread,-11.4,-7.515000000000001,-12.695
TVSMOTOR,2018-09-24,2018-09-27,2018-10-25,564.7,555.3,-9.4,-0.97,2.47,5.21,-7.14,Buy Spread,-9.4,-5.695,-10.635
BAJFINANCE,2018-09-06,2018-09-27,2018-10-25,2700.25,2718.15,17.9,9.23,3.15,17.1,1.36,Sell Spread,17.9,13.174999999999999,19.474999999999998
UBL,2018-09-06,2018-09-27,2018-10-25,1343.6,1367.75,24.15,5.14,7.42,23.69,-13.41,Sell Spread,24.15,13.02,27.86
RBLBANK,2018-09-03,2018-09-27,2018-10-25,629.1,634.1,5.0,2.29,1.08,4.99,-0.41,Sell Spread,5.0,3.38,5.54
BAJFINANCE,2018-08-23,2018-08-30,2018-09-27,2900.35,2916.3,15.95,8.89,2.8,15.89,1.89,Sell Spread,15.95,11.75,17.349999999999998
HINDALCO,2018-08-23,2018-08-30,2018-09-27,221.65,221.5,-0.15,0.95,0.44,2.05,-0.15,Buy Spread,-0.15,0.51,-0.37
HINDALCO,2018-08-21,2018-08-30,2018-09-27,226.75,226.6,-0.15,0.96,0.43,2.04,-0.12,Buy Spread,-0.15,0.495,-0.365
HINDALCO,2018-08-20,2018-08-30,2018-09-27,227.5,227.35,-0.15,0.97,0.42,2.02,-0.08,Buy Spread,-0.15,0.48,-0.36
HINDALCO,2018-08-17,2018-08-30,2018-09-27,220.35,220.25,-0.1,0.98,0.42,2.03,-0.07,Buy Spread,-0.1,0.53,-0.31
HINDALCO,2018-08-16,2018-08-30,2018-09-27,216.5,216.35,-0.15,0.98,0.41,2.0,-0.04,Buy Spread,-0.15,0.46499999999999997,-0.355
HINDALCO,2018-08-14,2018-08-30,2018-09-27,221.95,221.8,-0.15,0.99,0.4,1.99,-0.01,Buy Spread,-0.15,0.45000000000000007,-0.35
SUNPHARMA,2018-08-14,2018-08-30,2018-09-27,604.2,604.4,0.2,2.49,0.62,4.04,0.94,Buy Spread,0.2,1.13,-0.10999999999999999
HINDALCO,2018-08-13,2018-08-30,2018-09-27,222.25,222.1,-0.15,1.0,0.39,1.98,0.02,Buy Spread,-0.15,0.43499999999999994,-0.345
SUNPHARMA,2018-08-13,2018-08-30,2018-09-27,565.05,565.8,0.75,2.51,0.59,3.98,1.03,Buy Spread,0.75,1.635,0.455
HINDALCO,2018-08-10,2018-08-30,2018-09-27,223.15,222.9,-0.25,1.0,0.38,1.95,0.05,Buy Spread,-0.25,0.32000000000000006,-0.44
SUNPHARMA,2018-08-10,2018-08-30,2018-09-27,556.25,557.35,1.1,2.52,0.57,3.94,1.1,Buy Spread,1.1,1.955,0.8150000000000002
HINDALCO,2018-08-09,2018-08-30,2018-09-27,228.7,228.5,-0.2,1.01,0.37,1.94,0.08,Buy Spread,-0.2,0.3549999999999999,-0.385
SUNPHARMA,2018-08-09,2018-08-30,2018-09-27,572.1,572.6,0.5,2.53,0.56,3.93,1.13,Buy Spread,0.5,1.34,0.21999999999999997
HINDALCO,2018-08-08,2018-08-30,2018-09-27,221.6,221.3,-0.3,1.02,0.35,1.9,0.15,Buy Spread,-0.3,0.22499999999999992,-0.475
SUNPHARMA,2018-08-08,2018-08-30,2018-09-27,575.9,577.05,1.15,2.54,0.54,3.89,1.19,Buy Spread,1.15,1.96,0.8799999999999999
SUNPHARMA,2018-08-07,2018-08-30,2018-09-27,573.0,573.9,0.9,2.55,0.53,3.88,1.22,Buy Spread,0.9,1.695,0.635
HINDALCO,2018-08-06,2018-08-30,2018-09-27,217.35,217.15,-0.2,1.04,0.33,1.87,0.21,Buy Spread,-0.2,0.295,-0.365
SUNPHARMA,2018-08-06,2018-08-30,2018-09-27,578.15,579.2,1.05,2.57,0.51,3.84,1.3,Buy Spread,1.05,1.815,0.795
HINDALCO,2018-08-03,2018-08-30,2018-09-27,212.9,213.05,0.15,1.04,0.32,1.84,0.24,Buy Spread,0.15,0.63,-0.010000000000000009
SUNPHARMA,2018-08-03,2018-08-30,2018-09-27,587.45,587.25,-0.2,2.58,0.5,3.83,1.33,Buy Spread,-0.2,0.55,-0.45
HINDALCO,2018-08-02,2018-08-30,2018-09-27,208.85,209.05,0.2,1.05,0.31,1.83,0.28,Buy Spread,0.2,0.665,0.04500000000000001
RBLBANK,2018-08-02,2018-08-30,2018-09-27,571.0,577.25,6.25,2.18,1.05,4.8,-0.44,Sell Spread,6.25,4.675,6.775
SUNPHARMA,2018-08-02,2018-08-30,2018-09-27,582.0,582.6,0.6,2.59,0.44,3.69,1.49,Buy Spread,0.6,1.26,0.38
BAJFINANCE,2018-08-01,2018-08-30,2018-09-27,2737.85,2753.8,15.95,8.53,2.65,15.16,1.9,Sell Spread,15.95,11.975,17.275
BANKBARODA,2018-08-01,2018-08-30,2018-09-27,151.15,151.25,0.1,0.69,0.22,1.24,0.14,Buy Spread,0.1,0.43000000000000005,-0.009999999999999995
HINDALCO,2018-08-01,2018-08-30,2018-09-27,209.1,209.05,-0.05,1.06,0.3,1.81,0.31,Buy Spread,-0.05,0.39999999999999997,-0.2
SUNPHARMA,2018-08-01,2018-08-30,2018-09-27,576.8,577.55,0.75,2.61,0.41,3.64,1.58,Buy Spread,0.75,1.365,0.545
ULTRACEMCO,2018-08-01,2018-08-30,2018-09-27,4208.55,4190.85,-17.7,14.93,8.51,36.2,-6.34,Buy Spread,-17.7,-4.934999999999999,-21.955
BAJFINANCE,2018-07-25,2018-07-26,2018-08-30,2707.55,2723.85,16.3,8.38,2.29,14.1,2.66,Sell Spread,16.3,12.865,17.445
TVSMOTOR,2018-07-25,2018-07-26,2018-08-30,539.65,531.2,-8.45,-0.48,2.32,5.32,-6.28,Buy Spread,-8.45,-4.97,-9.61
LT,2018-07-24,2018-07-26,2018-08-30,1325.2,1315.5,-9.7,3.85,4.94,16.2,-8.5,Buy Spread,-9.7,-2.289999999999999,-12.17
LT,2018-07-23,2018-07-26,2018-08-30,1282.55,1272.65,-9.9,3.95,4.82,16.0,-8.1,Buy Spread,-9.9,-2.67,-12.31
FEDERALBNK,2018-07-20,2018-07-26,2018-08-30,86.05,85.45,-0.6,0.33,0.34,1.18,-0.52,Buy Spread,-0.6,-0.08999999999999997,-0.77
LT,2018-07-20,2018-07-26,2018-08-30,1272.45,1262.5,-9.95,4.05,4.69,15.78,-7.68,Buy Spread,-9.95,-2.914999999999999,-12.295
LT,2018-07-19,2018-07-26,2018-08-30,1261.05,1252.35,-8.7,4.15,4.55,15.52,-7.22,Buy Spread,-8.7,-1.875,-10.975
BHARTIARTL,2018-07-18,2018-07-26,2018-08-30,336.15,335.45,-0.7,1.79,0.97,4.22,-0.63,Buy Spread,-0.7,0.7550000000000001,-1.185
LT,2018-07-18,2018-07-26,2018-08-30,1290.05,1281.6,-8.45,4.25,4.43,15.32,-6.82,Buy Spread,-8.45,-1.8049999999999997,-10.665
LUPIN,2018-07-18,2018-07-26,2018-08-30,811.15,810.25,-0.9,3.42,1.68,7.62,-0.78,Buy Spread,-0.9,1.62,-1.74
FEDERALBNK,2018-07-17,2018-07-26,2018-08-30,88.45,87.95,-0.5,0.35,0.33,1.18,-0.48,Buy Spread,-0.5,-0.0050000000000000044,-0.665
LT,2018-07-17,2018-07-26,2018-08-30,1287.85,1279.1,-8.75,4.34,4.3,15.09,-6.41,Buy Spread,-8.75,-2.3000000000000007,-10.9
BHARTIARTL,2018-07-16,2018-07-26,2018-08-30,346.95,346.0,-0.95,1.83,0.93,4.16,-0.5,Buy Spread,-0.95,0.44500000000000006,-1.415
LT,2018-07-16,2018-07-26,2018-08-30,1282.5,1273.65,-8.85,4.44,4.17,14.87,-5.98,Buy Spread,-8.85,-2.5949999999999998,-10.934999999999999
BHARTIARTL,2018-07-13,2018-07-26,2018-08-30,358.6,358.15,-0.45,1.85,0.91,4.12,-0.42,Buy Spread,-0.45,0.915,-0.905
LT,2018-07-13,2018-07-26,2018-08-30,1293.85,1285.2,-8.65,4.54,4.02,14.59,-5.51,Buy Spread,-8.65,-2.620000000000001,-10.66
LT,2018-07-12,2018-07-26,2018-08-30,1295.8,1286.05,-9.75,4.64,3.87,14.32,-5.04,Buy Spread,-9.75,-3.9450000000000003,-11.685
LT,2018-07-11,2018-07-26,2018-08-30,1276.05,1267.15,-8.9,4.75,3.67,13.92,-4.43,Buy Spread,-8.9,-3.3950000000000005,-10.735
LT,2018-07-10,2018-07-26,2018-08-30,1285.95,1276.7,-9.25,4.86,3.48,13.56,-3.84,Buy Spread,-9.25,-4.03,-10.99
FEDERALBNK,2018-07-09,2018-07-26,2018-08-30,85.1,84.65,-0.45,0.38,0.3,1.13,-0.37,Buy Spread,-0.45,-5.551115123125783e-17,-0.6
LT,2018-07-09,2018-07-26,2018-08-30,1287.95,1278.5,-9.45,4.96,3.26,13.11,-3.19,Buy Spread,-9.45,-4.56,-11.079999999999998
FEDERALBNK,2018-07-06,2018-07-26,2018-08-30,81.9,81.4,-0.5,0.39,0.29,1.12,-0.34,Buy Spread,-0.5,-0.06500000000000006,-0.645
LT,2018-07-06,2018-07-26,2018-08-30,1265.7,1257.25,-8.45,5.08,3.01,12.6,-2.44,Buy Spread,-8.45,-3.9349999999999996,-9.954999999999998
TATAMOTORS,2018-07-06,2018-07-26,2018-08-30,271.95,272.65,0.7,1.77,0.42,2.82,0.72,Buy Spread,0.7,1.33,0.49
HINDALCO,2018-07-05,2018-07-26,2018-08-30,221.35,221.4,0.05,1.09,0.29,1.82,0.37,Buy Spread,0.05,0.48499999999999993,-0.09499999999999999
INDIGO,2018-07-05,2018-07-26,2018-08-30,1075.95,1056.8,-19.15,-0.15,7.01,17.38,-17.67,Buy Spread,-19.15,-8.634999999999998,-22.654999999999998
LT,2018-07-05,2018-07-26,2018-08-30,1254.75,1245.4,-9.35,5.18,2.77,12.1,-1.74,Buy Spread,-9.35,-5.194999999999999,-10.735
INDIGO,2018-07-04,2018-07-26,2018-08-30,1077.45,1056.8,-20.65,0.0,6.83,17.08,-17.08,Buy Spread,-20.65,-10.404999999999998,-24.064999999999998
LT,2018-07-04,2018-07-26,2018-08-30,1264.3,1255.1,-9.2,5.3,2.46,11.45,-0.85,Buy Spread,-9.2,-5.51,-10.43
SUNPHARMA,2018-07-04,2018-07-26,2018-08-30,580.8,582.3,1.5,2.63,0.38,3.58,1.68,Buy Spread,1.5,2.0700000000000003,1.31
LT,2018-07-03,2018-07-26,2018-08-30,1258.25,1250.1,-8.15,5.42,2.09,10.64,0.2,Buy Spread,-8.15,-5.015000000000001,-9.195
IDEA,2018-07-02,2018-07-26,2018-08-30,57.2,58.15,0.95,0.39,0.18,0.84,-0.06,Sell Spread,0.95,0.6799999999999999,1.04
LT,2018-07-02,2018-07-26,2018-08-30,1262.1,1254.4,-7.7,5.52,1.7,9.77,1.27,Buy Spread,-7.7,-5.15,-8.55
INDIGO,2018-06-27,2018-06-28,2018-07-26,1147.35,1130.1,-17.25,0.35,6.56,16.75,-16.05,Buy Spread,-17.25,-7.41,-20.53
BAJAJ-AUTO,2018-06-21,2018-06-28,2018-07-26,2839.1,2791.5,-47.6,6.21,21.09,58.94,-46.52,Buy Spread,-47.6,-15.965000000000003,-58.145
HEROMOTOCO,2018-06-21,2018-06-28,2018-07-26,3639.5,3614.5,-25.0,10.33,13.89,45.06,-24.4,Buy Spread,-25.0,-4.164999999999999,-31.945
TATASTEEL,2018-06-21,2018-06-28,2018-07-26,558.85,551.35,-7.5,1.67,3.59,10.64,-7.3,Buy Spread,-7.5,-2.115,-9.295
BAJAJ-AUTO,2018-06-20,2018-06-28,2018-07-26,2880.95,2833.1,-47.85,6.67,20.58,58.12,-44.78,Buy Spread,-47.85,-16.980000000000004,-58.14
FEDERALBNK,2018-06-20,2018-06-28,2018-07-26,83.9,83.6,-0.3,0.43,0.26,1.08,-0.22,Buy Spread,-0.3,0.09000000000000002,-0.43
HEROMOTOCO,2018-06-20,2018-06-28,2018-07-26,3668.55,3643.15,-25.4,10.63,13.56,44.53,-23.27,Buy Spread,-25.4,-5.059999999999999,-32.18
TATASTEEL,2018-06-20,2018-06-28,2018-07-26,565.1,557.15,-7.95,1.75,3.51,10.52,-7.02,Buy Spread,-7.95,-2.6850000000000005,-9.705
BAJAJ-AUTO,2018-06-19,2018-06-28,2018-07-26,2857.25,2809.6,-47.65,7.14,20.03,57.22,-42.94,Buy Spread,-47.65,-17.604999999999997,-57.665
HDFC,2018-06-19,2018-06-28,2018-07-26,1831.85,1824.8,-7.05,6.55,5.31,19.82,-6.72,Buy Spread,-7.05,0.915,-9.705
HEROMOTOCO,2018-06-19,2018-06-28,2018-07-26,3658.55,3636.4,-22.15,10.94,13.19,43.92,-22.04,Buy Spread,-22.15,-2.3649999999999984,-28.744999999999997
TATASTEEL,2018-06-19,2018-06-28,2018-07-26,556.3,549.15,-7.15,1.84,3.4,10.34,-6.66,Buy Spread,-7.15,-2.0500000000000007,-8.85
BAJAJ-AUTO,2018-06-18,2018-06-28,2018-07-26,2902.8,2855.9,-46.9,7.61,19.44,56.21,-40.99,Buy Spread,-46.9,-17.739999999999995,-56.62
HDFC,2018-06-18,2018-06-28,2018-07-26,1823.15,1815.15,-8.0,6.67,5.18,19.62,-6.28,Buy Spread,-8.0,-0.23000000000000043,-10.59
HEROMOTOCO,2018-06-18,2018-06-28,2018-07-26,3674.0,3651.3,-22.7,11.23,12.88,43.43,-20.97,Buy Spread,-22.7,-3.379999999999999,-29.14
TATASTEEL,2018-06-18,2018-06-28,2018-07-26,560.35,552.9,-7.45,1.91,3.31,10.18,-6.36,Buy Spread,-7.45,-2.4850000000000003,-9.105
BAJAJ-AUTO,2018-06-15,2018-06-28,2018-07-26,2887.55,2840.1,-47.45,8.09,18.84,55.19,-39.01,Buy Spread,-47.45,-19.190000000000005,-56.870000000000005
HDFC,2018-06-15,2018-06-28,2018-07-26,1834.2,1826.9,-7.3,6.8,5.02,19.35,-5.75,Buy Spread,-7.3,0.22999999999999954,-9.809999999999999
HEROMOTOCO,2018-06-15,2018-06-28,2018-07-26,3696.95,3668.5,-28.45,11.52,12.53,42.84,-19.8,Buy Spread,-28.45,-9.655000000000001,-34.714999999999996
TATASTEEL,2018-06-15,2018-06-28,2018-07-26,568.15,560.3,-7.85,2.0,3.21,10.02,-6.02,Buy Spread,-7.85,-3.035,-9.455
BAJAJ-AUTO,2018-06-14,2018-06-28,2018-07-26,2903.4,2854.9,-48.5,8.58,18.17,54.0,-36.85,Buy Spread,-48.5,-21.244999999999997,-57.585
FEDERALBNK,2018-06-14,2018-06-28,2018-07-26,86.15,86.0,-0.15,0.45,0.24,1.05,-0.15,Buy Spread,-0.15,0.21,-0.27
HDFC,2018-06-14,2018-06-28,2018-07-26,1835.85,1828.9,-6.95,6.93,4.86,19.08,-5.22,Buy Spread,-6.95,0.34000000000000075,-9.38
HEROMOTOCO,2018-06-14,2018-06-28,2018-07-26,3692.1,3665.15,-26.95,11.88,12.0,41.88,-18.12,Buy Spread,-26.95,-8.95,-32.95
